make,address,all,num3d,our,over,remove,internet,order,mail,receive,will,people,report,addresses,free,business,email,you,credit,your,font,num000,money,hp,hpl,george,num650,lab,labs,telnet,num857,data,num415,num85,technology,num1999,parts,pm,direct,cs,meeting,original,project,re,edu,table,conference,charSemicolon,charRoundbracket,charSquarebracket,charExclamation,charDollar,charHash,capitalAve,capitalLong,capitalTotal,type,
2369,-0.342396492,-0.165053972,-0.556700071,-0.046894487,0.68069573,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.063137575,-0.167874867,-0.033111756,-0.118158666,-0.290177664,1.526608964,-0.328778934,-0.299207413,0.000800366,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,1.234350221,0.647748546,-0.071380146,-0.111534108,-0.158436141,1.298178641,-0.155180808,-0.089583665,-0.30832143,-0.103037206,-0.064026171,-0.216391324,-0.336917637,0
2370,-0.342396492,-0.165053972,-0.556700071,-0.046894487,4.100705141,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,4.721254977,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,0.599794465,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,10.19857284,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,7.847559771,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.115429522,-0.247177715,-0.424326209,0
2371,0.607309807,0.284358045,0.018533676,-0.046894487,-0.033045365,-0.35022811,-0.291762175,0.460530157,11.26975534,0.993534648,1.14205975,0.392594634,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,1.309030367,0.055140255,0.401012612,1.524170656,-0.118158666,-0.290177664,-0.212971241,-0.155266436,0.027753808,-0.141747422,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,0.361427959,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,0.149608345,-0.096282267,-0.155180808,-0.191340299,0.769431264,0.160156185,-0.091603076,-0.185604933,-0.12416847,0
2372,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,3.363471438,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.032611144,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,3.738439135,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.098631247,-0.226653454,-0.412781681,0
2373,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,8.215215812,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.076096976,-0.195867064,-0.425975428,0
2374,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,2.729797146,0.079259971,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,0.778111141,-0.299207413,-0.227870045,-0.231804961,-0.16671333,1.110507842,-0.16052186,-0.143196457,0.922404195,-0.145199366,-0.198045864,1.27296053,1.117122768,-0.059829734,-0.180891683,-0.185283711,-0.120891545,0.622912454,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,0.576763365,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.12453778,-0.236915585,-0.356708257,0
2375,-0.342396492,-0.165053972,-0.040973263,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,0.993209369,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,0.141691211,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.173216005,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,0.928199066,-0.059829734,-0.180891683,-0.185283711,-0.120891545,1.209752037,-0.205970727,0.290693366,-0.297743847,2.436757322,-0.071380146,-0.111534108,-0.010574788,-0.111077608,-0.155180808,-0.32987644,-0.161909743,-0.103037206,-0.112183326,-0.211260259,0.039104146,0
2376,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,0.634586374,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.414382102,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.114231897,-0.236915585,0.238659566,0
2377,3.227189252,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,1.639690444,2.16991353,-0.227870045,1.792050374,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,1.849825957,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.77966424,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.791438205,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.091004263,-0.216391324,-0.379797314,0
2378,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,7.470259621,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,0.143353209,-0.30832143,-0.103037206,-0.113191853,-0.247177715,-0.440818393,0
2379,-0.342396492,-0.165053972,2.33930431,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,1.711488719,0.794421498,-0.085322256,0.659434085,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,0.70376925,-0.242103908,0.810121752,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,1.938688541,-0.127329481,0.661050505,-0.197366029,-0.071380146,-0.111534108,1.776083229,1.520108759,-0.155180808,-0.234249724,-0.30832143,-0.103037206,-0.08318818,-0.185604933,-0.185189549,0
2380,-0.342396492,-0.165053972,-0.398014899,-0.046894487,-0.211480638,-0.35022811,-0.291762175,-0.063067319,-0.036133537,-0.371324027,-0.296827265,-0.129629804,-0.046272172,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.061793131,-0.212971241,1.789270184,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,1.670354481,0.078042406,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.068254167,-0.205970727,0.14599315,-0.297743847,-0.197366029,-0.071380146,0.483423494,0.170144644,-0.347803067,-0.155180808,-0.32987644,-0.263584526,-0.103037206,-0.08640286,-0.139425347,0.466251698,0
2381,-0.342396492,-0.165053972,3.906320379,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,1.017438725,1.391971315,-0.227870045,1.160756049,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,1.211040251,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.443591993,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.85061957,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.099576741,-0.216391324,-0.36330513,0
2382,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,8.191950559,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.505722464,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,5.708605903,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,2.232682485,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,0.250013778,-0.30832143,-0.103037206,-0.086276794,-0.190735999,-0.422676991,0
2383,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,3.043061352,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.201579473,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,2.061741278,-0.059829734,4.466290006,-0.185283711,-0.120891545,-0.172581204,4.306749817,-0.127329481,1.698920681,0.911160881,-0.071380146,-0.111534108,-0.158436141,-0.514250655,1.56337522,0.131093374,-0.30832143,-0.103037206,-0.090815164,-0.190735999,-0.356708257,0
2384,-0.342396492,-0.165053972,1.545878452,-0.046894487,1.111914308,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.601484409,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,1.45757738,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,0.086922988,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,1.731891816,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.1018435,-0.30832143,-0.103037206,-0.124222615,-0.247177715,-0.425975428,0
2385,-0.342396492,-0.165053972,-0.556700071,-0.046894487,0.338694789,-0.35022811,-0.291762175,-0.262533024,-0.323267223,2.156766473,2.382479591,-0.001974941,1.48178527,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.291695915,-0.167874867,0.233375074,-0.118158666,-0.290177664,-0.212971241,0.323388732,0.309616929,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,0.816496139,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.181355478,0.667532184,-0.32987644,-0.30832143,-0.103037206,-0.101562278,-0.185604933,-0.360006694,0
2386,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,0.636299372,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.297328192,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,0.422504241,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.087695035,-0.211260259,-0.379797314,0
2387,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,2.789983098,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,7.936026211,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,6.060872912,0.503792372,-0.30832143,-0.103037206,-0.072220451,-0.175342803,-0.419378554,0
2388,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,1.133726911,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.305325512,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,2.395763511,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.809317673,0.417262753,-0.071380146,-0.111534108,-0.158436141,0.155238534,0.667532184,-0.107973418,-0.30832143,-0.103037206,-0.02179411,-0.093245761,-0.214875479,0
2389,-0.342396492,1.477624435,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,2.916744599,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.122646792,-0.247177715,-0.445766048,0
2390,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,1.187228055,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,4.144208107,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,1.560537991,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,0.118833538,-0.30832143,-0.103037206,-0.100585268,-0.190735999,-0.421027772,0
2391,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,0.888717342,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,0.977353797,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.332782628,-0.155180808,-0.190114316,-0.30832143,-0.103037206,-0.106888561,-0.180473868,-0.407834026,0
2392,0.934794737,-0.165053972,-0.556700071,-0.046894487,0.695565336,1.074043983,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.176049754,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.716481778,-0.167874867,-0.349564867,-0.118158666,-0.290177664,-0.212971241,1.5499426,0.140499056,0.122559936,0.492326764,0.490597501,0.628771721,0.806278463,1.043805392,0.526654691,1.038608579,0.534678916,0.726543847,1.518585635,-0.059829734,1.613564613,0.92926955,-0.120891545,2.383431204,3.279100584,-0.127329481,0.473245426,-0.197366029,-0.071380146,-0.111534108,2.490746436,1.634772653,-0.155180808,-0.171724563,-0.30832143,-0.103037206,-0.072378034,-0.185604933,-0.056550518,0
2393,-0.178654026,-0.165053972,-0.556700071,-0.046894487,-0.464263943,0.014969863,-0.291762175,-0.262533024,-0.323267223,-0.21622645,-0.048743296,-0.071604866,-0.312021293,-0.174908156,0.003073206,-0.047043433,-0.095903351,-0.347838112,-0.023711632,-0.069790819,0.22504736,-0.118158666,0.309331735,-0.100011487,0.897774933,0.24196978,-0.213021317,0.065274721,-0.16671333,0.125138503,0.50880144,-0.143196457,-0.174901247,-0.145199366,0.196498248,-0.242103908,0.314197034,-0.059829734,0.187201916,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.248321458,-0.197366029,-0.071380146,0.238440952,-0.158436141,0.554712746,-0.018061976,-0.25386546,-0.12123983,-0.103037206,-0.100364653,-0.103507892,1.224892138,0
2394,-0.145905533,-0.165053972,-0.556700071,-0.046894487,-0.464263943,0.088009457,-0.291762175,-0.262533024,-0.323267223,-0.185206935,-0.296827265,-0.408149504,-0.312021293,-0.174908156,0.041706596,-0.071262616,-0.050863919,-0.347838112,0.0438757,-0.050174009,0.349963062,-0.118158666,0.423524001,-0.077419536,1.023421915,0.129224531,-0.210051571,0.120977161,-0.16671333,0.190829793,0.6327502,-0.143196457,-0.174901247,-0.145199366,0.271649508,-0.242103908,0.432274348,-0.059829734,0.256219466,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.23843698,-0.197366029,-0.071380146,0.308435964,-0.158436141,0.706364993,0.00936179,-0.251413493,-0.084636909,-0.103037206,-0.099828873,-0.139425347,1.012142971,0
2395,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.389809677,-0.167874867,0.133442513,-0.118158666,-0.290177664,-0.212971241,0.831959848,0.794421498,-0.227870045,5.171331759,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,3.44679022,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.007285122,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.063458874,-0.190735999,-0.320425453,0
2396,-0.342396492,-0.165053972,1.129329877,-0.046894487,1.558002492,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.107658146,-0.296827265,-0.234074692,0.252695588,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.457397008,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.018789308,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.129422832,-0.25230878,-0.320425453,0
2397,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,-0.328778934,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,8.331272797,-0.185283711,-0.120891545,4.652544261,-0.205970727,-0.127329481,3.359512961,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,6.143144211,-0.32987644,-0.30832143,-0.103037206,-0.104115112,-0.24204665,-0.439169174,0
2398,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,1.100498872,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,1.005472346,0.535107426,-0.227870045,-0.231804961,-0.16671333,1.395170096,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,3.195283491,-0.059829734,3.246979959,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,-0.037552342,-0.036804045,-0.236315318,0
2399,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,11.63760026,-0.299207413,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,-0.323420461,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,-0.205970727,-0.127329481,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,-0.103037206,0.000267414,-0.180473868,-0.424326209,0
2400,-0.342396492,-0.165053972,-0.556700071,-0.046894487,2.390700435,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,2.713592137,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.936140605,-0.167874867,-0.67434569,-0.118158666,-0.290177664,-0.212971241,0.245607267,0.783146973,-0.227870045,-0.231804961,-0.16671333,-0.22521504,4.599110497,-0.143196457,-0.174901247,-0.145199366,1.605584363,-0.242103908,1.943663965,-0.059829734,2.027669912,-0.185283711,-0.120891545,-0.172581204,-0.205970727,6.046546413,-0.297743847,-0.197366029,-0.071380146,-0.111534108,-0.158436141,-0.514250655,-0.155180808,-0.32987644,-0.30832143,0.271955148,-0.090909714,-0.195867064,-0.318776235,0
2401,-0.342396492,-0.165053972,-0.556700071,-0.046894487,-0.464263943,-0.35022811,-0.291762175,-0.262533024,-0.323267223,0.326615068,-0.296827265,-0.628644267,-0.312021293,-0.174908156,-0.190093744,-0.30134485,-0.321100514,-0.347838112,-0.682688112,-0.167874867,0.449895623,-0.118158666,-0.290177664,-0.212971241,0.478951662,1.222853442,0.173045611,2.274804857,1.350157817,0.7601543,0.955016974,1.226421061,-0.174901247,1.220732878,2.338309143,0.875566579,0.739275364,-0.059829734,0.854371565,1.100739283,-0.120891545,0.414258379,1.804647337,-0.127329481,0.147057657,-0.197366029,-0.071380146,-0.111534108,-0.158436141,0.809932381,3.775559044,-0.32987644,-0.30832143,0.062332093,-0.093147383,-0.206129194,-0.201681732,0
2402,-0.342396492,-0.165053972,0.157383201,-0.046894487,0.621217305,-0.35022811,-0.291762175,-0.262533024,-0.323267223,-0.371324027,-0.296827265,-0.210864717,0.285914228,-0.174908156,-0.190093744,0.134600437,-0.321100514,-0.347838112,-0.215209071,-0.167874867,-0.374548007,-0.118158666,-0.290177664,-0.212971241,-0.113384109,1.143931768,-0.227870045,-0.231804961,-0.16671333,-0.22521504,-0.16052186,-0.143196457,-0.174901247,-0.145199366,-0.198045864,-0.242103908,0.526736199,-0.059829734,-0.180891683,-0.185283711,-0.120891545,-0.172581204,0.598276499,-0.127329481,-0.119823246,-0.197366029,-0.071380146,-0.111534108,-0.047540126,-0.514250655,-0.155180808,-0.262447345,-0.30832143,-0.103037206,-0.063521907,-0.006017654,-0.021916933,0
